spotify_id,title,artist,playlists,identity_match,preview_bpm,source_bpm,bpm_final,bpm_agreement,preview_camelot,source_camelot,musical_key_final,camelot_final,key_agreement,energy_final,source_energy,groove_final,source_genres,vocal_final,role_final,confidence_final,evidence
0Qp3W3eVtMJstjG8wOGYTY,You,"LEWS, nobodyknowsjones","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,123.0,123.0,123.0,true,2A,2A,D# minor,2A,true,0.533,0.659152436,afro,Afro House,0.313,reset,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/lews-you-extended-mix
35dt2bP4CcBzepyufQbvYZ,Fire Fire,"Shimza, AR/CO, Kasango","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,125.0,125.0,true,6A,6A,G minor,6A,true,0.573,0.617383243,afro,Afro House,0.332,reset,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/shimza-fire-fire-extended-mix
3hH3ypxqE0JwYq4mfyYmlD,Body,"Topic, Fireboy DML, Nico Santos","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,120.0,120.0,120.0,true,3A,3A,A# minor,3A,true,0.404,0.488590225,afro,Dance,0.334,opener,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/nico-santos-body-extended-mix
3oKi7Fp9JhDLTKaW6fZLwO,Bad Girls Like You - English Version,"Tobii, DOLLA","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,133.0,,133.0,false,9A,,E minor,9A,false,0.743,,afro,,0.684,vocal,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 3oKi7Fp9JhDLTKaW6fZLwO
3VXJln5ZvlvzbsjJFhRhZE,Addicted (feat. TIMID.),"Naarly, Daytona, LEWS, FIRSTCLASS, TIMID.","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,120.0,120.0,120.0,true,1A,1A,G# minor,1A,true,0.445,0.426404763,afro,Afro House,0.182,opener,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/daytona-addicted-feat-timid-extended-mix
4zBLxrB4WI9tu7wO9PIJM3,Aluna (Afro House),Dj Vini,"Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,123.0,,123.0,false,1A,,G# minor,1A,false,0.613,,tribal,,0.04,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 4zBLxrB4WI9tu7wO9PIJM3
5ZUIPLoTLJZrPQh2kFZEUM,Addicted,"Zerb, The Chainsmokers, Ink","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,120.0,120.0,120.0,true,4A,4A,F minor,4A,true,0.701,0.602558098,techno,Progressive House,0.189,closer,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/ink-addicted
0LGUxRAobq2shxKN3xtnMJ,Weyu,"Lucas Estrada, Lenji, Amadi Blue","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,117.0,,117.0,false,11A,,F# minor,11A,false,0.507,,afro,,0.461,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 0LGUxRAobq2shxKN3xtnMJ
0ntYber3YdK1ESxE9LiXoc,Move,"Stryv, Camila Cabello, Malachiii, Adam Port, Keinemusik, Orso","Techno, Afro, Soul & EDM | Afro Vibezz",same-recording,120.0,120.0,120.0,true,1A,1A,G# minor,1A,true,0.489,0.501270985,afro,Afro House,0.176,reset,0.74,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph same-recording: https://www.mixgraph.io/tracks/adam-port-move-feat-malachiii
2D9coh76MCXNqDEUCHl5vl,AWGAZI,"Palm Monkey, RUSSI, The Palm Tree Boy","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,117.0,118.0,118.0,true,4B,1A,G# minor,1A,false,0.492,0.492185603,afro,Afro House,0.03,reset,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/russi-awgazi-extended-mix
418UFQyQAk6qukmov5uHlr,Temperatura,"Andor Gabriel, Jerome Sydor","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,120.0,,120.0,false,3B,,C# major,3B,false,0.695,,afro,,0.403,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 418UFQyQAk6qukmov5uHlr
5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,120.0,120.0,120.0,true,9A,10A,B minor,10A,false,0.714,0.650639163,afro,Afro House,0.223,lifter,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/hugel-i-adore-you-extended-mix
76952ZbAHlgMqrIEMqYkgB,Papaoutai - Afro Soul,"mikeeysmind, Chill77, Unjaps","Techno, Afro, Soul & EDM | Afro Vibezz",same-recording,136.0,76.0,101.0,false,3B,1A,G# minor,1A,false,0.429,0.380459795,afro,Pop,0.104,opener,0.86,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph same-recording: https://www.mixgraph.io/tracks/mikeeysmind-papaoutai-afro-soul ; manual conflict resolution: https://songbpm.com/%40mikeeysmind/papaoutai-afro-soul-ezdtd | https://trackify.am/track/76952ZbAHlgMqrIEMqYkgB/tempo
7BM311QgIRlXRTZsPCIsQP,Away,"Topic, Sofiya Nzau","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,120.0,,120.0,false,1A,,G# minor,1A,false,0.476,,afro,,0.52,builder,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 7BM311QgIRlXRTZsPCIsQP
0KVxwBlnjoxP9BOnZ4OfHo,Dame tu Mano (Take My Hand),"Heliograph, Palau","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,120.0,,120.0,false,6A,,G minor,6A,false,0.485,,afro,,0.62,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 0KVxwBlnjoxP9BOnZ4OfHo
0smB5zD5CJYMtdXvS2qS5A,Unforgettable,"Alok, Daecolm, Malou","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,120.0,,120.0,false,9A,,E minor,9A,false,0.464,,afro,,0.581,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 0smB5zD5CJYMtdXvS2qS5A
1lIT2ZiOQetROcnkCRK4pf,Azizam,"merchant, Jordan Grace","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,125.0,,125.0,false,3B,,C# major,3B,false,0.643,,afro,,0.516,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 1lIT2ZiOQetROcnkCRK4pf
1o9D0rUusi2V5idyOEOPII,Sweet Dreams (Are Made of This),"Winati, Moonshine, BELLMAN, Louise CS","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,126.0,,126.0,false,8A,,A minor,8A,false,0.853,,afro,,0.697,vocal,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 1o9D0rUusi2V5idyOEOPII
2jWZ9NZotZb2hN5obKx2FA,Loosen Up,"HUGEL, Dawty, Preston Harris","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,120.0,120.0,120.0,true,6A,6A,G minor,6A,true,0.565,0.515706143,afro,Afro House | Afro Melodic,0.359,reset,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/preston-harris-loosen-up-extended-mix
4hC6vZO3aw9SlsmMboQVJE,EYES,RUSSI,"Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,117.0,,117.0,false,2A,,D# minor,2A,false,0.623,,afro,,0.387,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 4hC6vZO3aw9SlsmMboQVJE
62zDU1uPbP5VzM1QEgPnae,La Luna,Heliograph,"Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,120.0,,120.0,false,3B,,C# major,3B,false,0.52,,afro,,0.512,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 62zDU1uPbP5VzM1QEgPnae
0bruK7CIEhyQO8tzeRTnjg,Waitin',HotLap,"Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,122.0,122.0,122.0,true,11A,2B,F# major,2B,false,0.802,0.827702768,techno,Melodic House & Techno,0.228,peak,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/hotlap-waitin-extended-mix
2bR6kl5tv8SU8Ps0mrH8Wy,Feel The Love - Hotlap Remix,"andhim, AMÉMÉ, Malou, Avi Snow, HotLap","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,120.0,120.0,120.0,true,7B,4A,F minor,4A,false,0.597,0.78052286,afro,Afro House,0.213,bridge,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/malou-feel-the-love-hotlap-extended-remix
4gACQVwjtFrI0NdK5n4idc,Let's Work,Touzani,"Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,122.0,122.0,122.0,true,1A,1A,G# minor,1A,true,0.685,0.839962564,afro,Afro House,0.362,bridge,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/touzani-lets-work-extended-mix
54LuSuR8NpNvmqL8VohoUy,Sunbeam,HotLap,"Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,124.0,124.0,true,11A,2B,F# major,2B,false,0.742,0.658170137,techno,Melodic House & Techno | Melodic House,0.345,lifter,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/hotlap-sunbeam
5JT9hOxKU03tW2VA80Q8X7,Hey Mama,Bletter,"Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,123.0,124.0,124.0,true,9B,9A,E minor,9A,false,0.765,0.777953819,afro,Afro House,0.383,lifter,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/bletter-hey-mama-extended-mix
0V9raTkW24E3mrf7ZemeNB,I Wanna Be Yours,Nick Varell,"Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,122.0,,122.0,false,9B,,G major,9B,false,0.489,,afro,,0.465,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 0V9raTkW24E3mrf7ZemeNB
1wOdMqYDHqILKGco6AbKdB,Touch Me - Hotlap Remix,"Pole Position, HotLap","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,124.0,124.0,true,10B,10B,D major,10B,true,0.752,0.822204239,techno,Melodic House & Techno,0.227,lifter,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/pole-position-touch-me-hotlap-remix
1wWXUVWny5JJHxMvsAjAxD,Commas,HotLap,"Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,120.0,120.0,120.0,true,9A,12B,E major,12B,false,0.661,0.654286972,techno,Melodic House & Techno,0.425,reset,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/hotlap-commas
2KuQ9Au4R0WasDJ8fDRHxT,Shelter,"HotLap, UVITA","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,122.0,122.0,122.0,true,1A,5B,D# major,5B,false,0.786,0.737854072,techno,Melodic House & Techno,0.253,lifter,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/hotlap-shelter-extended-mix
6VSPib5LDroLjQXXVk50gd,Pinnacle,"HotLap, Eli Moon","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,126.0,,126.0,false,10B,,D major,10B,false,0.905,,afro,,0.419,peak,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 6VSPib5LDroLjQXXVk50gd
7k0kq03bs3micRAVvYgzg8,You & I,"HotLap, SHELLS","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,125.0,125.0,true,6A,9B,G major,9B,false,0.618,0.65686539,house,Deep House,0.314,reset,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/shells-you-i-feat-shells-extended
45cq4eLrpEyFbsa75bLteB,Nikotam,"Backeer, Elline","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,122.0,,122.0,false,6A,,G minor,6A,false,0.709,,afro,,0.629,lifter,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 45cq4eLrpEyFbsa75bLteB
6jkHEZaCSCOQ7M7Cwnw91Q,Maledhi,"Mindloco, Lazaros","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,120.0,,120.0,false,8A,,A minor,8A,false,0.284,,afro,,0.491,opener,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 6jkHEZaCSCOQ7M7Cwnw91Q
6nuH5zRlWzuzZr9fA4IcpY,No More,"Breakstorm, &SARA, David Eusse","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,124.0,124.0,true,4A,2B,F# major,2B,false,0.719,0.702743489,afro,Afro House,0.135,lifter,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/david-eusse-no-more
70OtvVapZmDucK1owYRf3Z,Nei Ali,Berin,"Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,120.0,,120.0,false,4A,,F minor,4A,false,0.888,,afro,,0.43,peak,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 70OtvVapZmDucK1owYRf3Z
7dDoLRPOgIdxDPN60P5vR2,Saliluti - Radio Mix,Chriszg,"Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,123.0,,123.0,false,10B,,D major,10B,false,0.785,,afro,,0.061,lifter,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 7dDoLRPOgIdxDPN60P5vR2
2dyfnrBpCyinfhdZN4IsF3,Pull Out The Fire,"Kashovski, blackbird","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,124.0,124.0,true,6A,6A,G minor,6A,true,0.742,0.829111426,afro,Afro House,0.186,lifter,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/blackbird-pull-out-the-fire
0wGlXAZU2OQlOiCghAOCqm,Like A Child,"Armin van Buuren, Argy, Marlo Rex","Techno, Afro, Soul & EDM | Techno Vibezz",preview-only,132.0,,132.0,false,4A,,F minor,4A,false,0.341,,techno,,0.855,vocal,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 0wGlXAZU2OQlOiCghAOCqm
1UhzFALHc9kjh3UqRJjR02,WIND,"Argy, Omiki","Techno, Afro, Soul & EDM | Techno Vibezz",exact-id,128.0,127.0,127.0,true,7A,10B,D major,10B,false,0.545,0.688907834,techno,Melodic House & Techno,0.397,builder,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/argy-wind
4G6RcByL6hwtBJdhJDniFf,MANTRA,"Argy, Omiki, Lell Nahar","Techno, Afro, Soul & EDM | Techno Vibezz",exact-id,128.0,128.0,128.0,true,5A,5A,C minor,5A,true,0.534,0.665911195,techno,Melodic House & Techno | Melodic House,0.237,builder,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/argy-mantra-extended-mix
3AjSfp5FDvwtMU9XBsbS8j,Push Up - Main Edit,Creeds,"Techno, Afro, Soul & EDM | Techno Vibezz",preview-only,150.0,,150.0,false,9B,,G major,9B,false,0.753,,techno,,0.455,lifter,0.86,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 3AjSfp5FDvwtMU9XBsbS8j ; manual conflict resolution: https://music.toolstud.io/tracks/bd32-162c/push-up-main-edit | Spotify public preview analysis
09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike","Techno, Afro, Soul & EDM | Techno Vibezz",exact-id,150.0,150.0,150.0,true,1B,1A,G# minor,1A,false,0.814,0.910098381,techno,Mainstage,0.287,peak,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/tiesto-thank-you-not-so-bad
25V0TNA8cZLVzLQpHa6rB1,Freaks,FISHER,"Techno, Afro, Soul & EDM | Techno Vibezz",preview-only,125.0,,125.0,false,4A,,F minor,4A,false,0.796,,techno,,0.44,lifter,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 25V0TNA8cZLVzLQpHa6rB1
1KOTY2OVnEgua9eY76WxvT,Azul,Funk Tribu,"Techno, Afro, Soul & EDM | Techno Vibezz",exact-id,148.0,148.0,148.0,true,6A,6A,G minor,6A,true,0.611,0.518065765,techno,Trance (Main Floor),0.03,reset,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/funk-tribu-azul-extended-mix
5e4II0hLokRNiw4q2uHeL8,Better With You,"Nico Moreno, Novah, KIMI","Techno, Afro, Soul & EDM | Techno Vibezz",exact-id,154.0,77.0,154.0,false,7B,4A,F minor,4A,false,0.634,0.702919596,techno,Hard Dance / Hardcore / Neo Rave | Neo Rave,0.312,reset,0.86,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/nico-moreno-better-with-you ; manual conflict resolution: https://www.beatport.com/artist/nico-moreno/665892/tracks | Spotify public preview onset analysis (154 BPM double-time grid)
5JUOGoWTvUtTdedxOjTZ08,Back Online,ZIAGA,"Techno, Afro, Soul & EDM | Techno Vibezz",preview-only,128.0,,128.0,false,12B,,E major,12B,false,0.289,,techno,,0.489,opener,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 5JUOGoWTvUtTdedxOjTZ08
6ho0GyrWZN3mhi9zVRW7xi,Losing It,FISHER,"Techno, Afro, Soul & EDM | Tech House Vibezz",preview-only,125.0,,125.0,false,6A,,G major,9B,false,0.79,,tech-house,,0.316,lifter,0.86,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 6ho0GyrWZN3mhi9zVRW7xi ; manual conflict resolution: https://www.beatport.com/track/losing-it/10766349 | https://www.mixgraph.io/tracks/fisher-losing-it
5hmcw6bW5V24CvJqsz87We,On My Mind,"Diplo, SIDEPIECE","Techno, Afro, Soul & EDM | Tech House Vibezz",exact-id,123.0,123.0,123.0,true,6A,6A,G minor,6A,true,0.679,0.613413594,house,Bass House,0.337,reset,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/diplo-on-my-mind-purple-disco-machine-remix-extended
5PL7k9QH7Kj7B4527dHvon,La Verdolaga,"HUGEL, Totó La Momposina","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,124.0,124.0,true,10A,1B,B major,1B,false,0.735,0.761418956,afro,Afro House | Latin Dance,0.381,lifter,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/hugel-la-verdolaga-feat-tot-la-momposina-extended-mix
5nZ9KC7vuQe8vy7N3M5YXj,Dile,Juos,"Techno, Afro, Soul & EDM | Afro Vibezz | Tech House Vibezz",exact-id,131.0,130.0,130.0,true,11A,7A,D minor,7A,false,0.658,0.515280757,tech-house,Tech House | Latin Tech,0.089,reset,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/juos-dile
3szSyYRapmpvq9UKU3drwy,"Right Here, Right Now - Rework","Fatboy Slim, Topic, Marco Generani","Techno, Afro, Soul & EDM | Afro Vibezz | House Vibezz",preview-only,123.0,,123.0,false,3B,,C# major,3B,false,0.597,,afro,,0.331,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 3szSyYRapmpvq9UKU3drwy
2SYt3HZ7dZ8EyvvrsJBrS6,Loco,Tony Dark Eyes,"Techno, Afro, Soul & EDM | Tech House Vibezz",preview-only,125.0,,125.0,false,8A,,A minor,8A,false,0.551,,tech-house,,0.226,reset,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 2SYt3HZ7dZ8EyvvrsJBrS6
3fwmJrwHkJrUcybkmTU8pd,Shingaling Shingaling,"Cumbiafrica, Lost Minds, Reebs","Techno, Afro, Soul & EDM | Tech House Vibezz",exact-id,128.0,128.0,128.0,true,9B,10B,D major,10B,false,0.652,0.626268261,house,House,0.243,reset,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/reebs-shingaling-shingaling-extended-mix
46d9wSmQTSyBrJKQ9YwNHb,Cap,Enzo is Burning,"Techno, Afro, Soul & EDM | Tech House Vibezz",preview-only,129.0,,129.0,false,11A,,F# minor,11A,false,0.62,,tech-house,,0.658,vocal,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 46d9wSmQTSyBrJKQ9YwNHb
4FHXsehfIbyPCJLP7fCnIF,Ritmo,Raffa Fl,"Techno, Afro, Soul & EDM | Tech House Vibezz",preview-only,125.0,,125.0,false,6A,,G minor,6A,false,0.922,,tech-house,,0.743,closer,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 4FHXsehfIbyPCJLP7fCnIF
7DxrTNmUprBMQ0RV45xreb,Verano En NY,Toman,"Techno, Afro, Soul & EDM | Tech House Vibezz",exact-id,126.0,126.0,126.0,true,6A,9B,G major,9B,false,0.6,0.541177142,tech-house,Tech House | Latin Tech,0.224,reset,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/toman-verano-en-ny
0FIAB3qd9n8Va9rhmRjteH,La La La,"Sinego, Fernando Milagros, Daybreaker, Benziê","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,125.0,,125.0,false,3B,,C# major,3B,false,0.701,,afro,,0.607,bridge,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 0FIAB3qd9n8Va9rhmRjteH
3wlEt7tgbcyowpdlcnCwfz,Sauti,"Francis Mercier, Faul & Wad, African Children's Choir","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,122.0,122.0,122.0,true,6A,7A,D minor,7A,false,0.465,0.33468943,afro,Afro House | Afro Melodic,0.66,closer,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/francis-mercier-sauti
5Lm6Vl5RjOF77si7Tv5Usz,Tambora,"Faul & Wad, MESTIZA, Martina Camargo","Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,125.0,125.0,125.0,true,1A,1B,B major,1B,false,0.525,0.472382463,afro,Afro House,0.414,reset,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/martina-camargo-tambora-extended-mix
5XOzAn4HqJDrjDHt65rt7L,Bailalo,RAFFA GUIDO,"Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,122.0,122.0,122.0,true,3A,3A,A# minor,3A,true,0.701,0.853407941,afro,Afro House | Afro Melodic,0.203,bridge,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/raffa-guido-bailalo-extended-mix
6rR9j58vyiStN9CefIGVm7,Mi Alma,Dennis Cartier,"Techno, Afro, Soul & EDM | Afro Vibezz",exact-id,122.0,122.0,122.0,true,9A,9A,E minor,9A,true,0.552,0.462487831,afro,Afro House,0.224,reset,0.9,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/dennis-cartier-mi-alma-extended-mix
7IUGkB1cmE78vv9wlYtfER,Coge El Paso,"HUGEL, DERON, La Payara","Techno, Afro, Soul & EDM | Afro Vibezz",preview-only,125.0,,125.0,false,8A,,A minor,8A,false,0.325,,afro,,0.514,opener,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 7IUGkB1cmE78vv9wlYtfER
6SeZObDDZZiJmzY4qgfh57,Capitale,Illyus Barrientos,"Techno, Afro, Soul & EDM | House Vibezz",exact-id,125.0,125.0,125.0,true,2B,11A,F# minor,11A,false,0.505,0.620152739,house,House,0.129,builder,0.82,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-id: https://www.mixgraph.io/tracks/illyus-barrientos-capitale-extended-mix
7e9eZ3JJ0JPkfNNrLsWBt5,Velvet Night,WOGEL,"Techno, Afro, Soul & EDM | House Vibezz",preview-only,125.0,,125.0,false,2B,,F# major,2B,false,0.392,,house,,0.561,opener,0.64,Spotify public 30s preview: beat/chroma/HPSS/RMS/onset structural analysis ; Mixgraph exact-title search performed; no exact recording match for Spotify 7e9eZ3JJ0JPkfNNrLsWBt5
